"S No","Date","Acknowledged","Category","Location","Source","Current State","To Do","Duration","Description","Acknowledge Comments"
"669","7/22/2025 2:38:18","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/Roof/AHU-006/30-AHU-006 Interface","REMOTE_CONTROL_ALARM","Normal","" ,"","Huntair control module is in Remote Control Mode
Huntair control module is in Remote Control Mode
$Main LBNL Campus / Building 30 / Roof / AHU-006 / 30-AHU-006 Interface / REMOTE_CONTROL_ALARM","" 
"670","7/22/2025 2:36:26","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Normal","" ,"","SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
$Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"671","7/22/2025 2:36:19","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/Roof/AHU-006/30-AHU-006 Interface","REMOTE_CONTROL_ALARM","Offnormal","" ,"00:01:59","Huntair control module is in Local Control Mode.
Huntair control module is in Local Control Mode.
Main LBNL Campus / Building 30 / Roof / AHU-006 / 30-AHU-006 Interface / REMOTE_CONTROL_ALARM","" 
"672","7/22/2025 2:29:09","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/First Floor/Rm 120 SEM/STM Lab/30-VAV-016 Supply","SPACE_STATIC_HI","Normal","" ,"","The space static pressure has returned to normal.
The space static pressure has returned to normal.
$Main LBNL Campus / Building 30 / First Floor / Rm 120 SEM/STM Lab / 30-VAV-016 Supply / SPACE_STATIC_HI","" 
"673","7/22/2025 2:14:10","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/First Floor/Rm 120 SEM/STM Lab/30-VAV-016 Supply","SPACE_STATIC_HI","Offnormal","" ,"00:14:59","The space static pressure is too high.
The space static pressure is too high.
Main LBNL Campus / Building 30 / First Floor / Rm 120 SEM/STM Lab / 30-VAV-016 Supply / SPACE_STATIC_HI","" 
"674","7/22/2025 2:09:39","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Offnormal","" ,"00:26:46","SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"675","7/22/2025 1:59:33","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Offnormal","Ack","02:04:21","Setback Status: Setback Status is active at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
Setback Status: Setback Status is active at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"676","7/22/2025 1:52:42","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Normal","Ack","","Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status
Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
$Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"677","7/22/2025 1:52:35","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Normal","" ,"","SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
$Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"678","7/22/2025 1:40:54","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Offnormal","Ack","00:11:48","Setback Status: Setback Status is active at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
Setback Status: Setback Status is active at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"679","7/22/2025 1:31:23","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 84/HW System Summary/BLR 84-BR-010","HWS_LO","Offnormal","" ,"01:51:40","HWS_LO: Low HWS Temp Alarm is active at Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO.
HWS_LO: Low HWS Temp Alarm is active at Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO.
Main LBNL Campus / Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO","" 
"680","7/22/2025 1:26:37","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Offnormal","" ,"00:25:57","SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"681","7/22/2025 1:18:45","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 84/HW System Summary/BLR 84-BR-010","HWS_LO","Normal","" ,"","HWS_LO: Low HWS Temp Alarm has returned to normal at Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO.
HWS_LO: Low HWS Temp Alarm has returned to normal at Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO.
$Main LBNL Campus / Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO","" 
"682","7/22/2025 1:10:23","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Normal","" ,"","SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
$Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"683","7/22/2025 1:00:35","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Normal","Ack","","Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status
Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
$Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"684","7/22/2025 1:00:13","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Offnormal","Ack","00:00:22","Setback Status: Setback Status is active at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
Setback Status: Setback Status is active at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"685","7/22/2025 0:54:04","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 56/Roof/CHW System","CHWDP_LO","Normal","" ,"","CHWDP_LO: Low CHW DP Alarm has returned to normal at Building 56 / Roof / CHW System / CHWDP_LO.
CHWDP_LO: Low CHW DP Alarm has returned to normal at Building 56 / Roof / CHW System / CHWDP_LO.
$Main LBNL Campus / Building 56 / Roof / CHW System / CHWDP_LO","" 
"686","7/22/2025 0:44:57","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 62/Basement/62-BR-008 Interface","COMM_INVAL","Normal","" ,"","COMM_INVAL: Invalid Communications Alarm has returned to normal at Building 62 / Basement / 62-BR-008 Interface / COMM_INVAL.
COMM_INVAL: Invalid Communications Alarm has returned to normal at Building 62 / Basement / 62-BR-008 Interface / COMM_INVAL.
$Main LBNL Campus / Building 62 / Basement / 62-BR-008 Interface / COMM_INVAL","" 
"687","7/22/2025 0:42:11","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Offnormal","" ,"00:28:11","SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"688","7/22/2025 0:33:18","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 62/Basement/62-BR-008 Interface","COMM_INVAL","Offnormal","" ,"00:11:38","COMM_INVAL: Invalid Communications Alarm is active at Building 62 / Basement / 62-BR-008 Interface / COMM_INVAL.
COMM_INVAL: Invalid Communications Alarm is active at Building 62 / Basement / 62-BR-008 Interface / COMM_INVAL.
Main LBNL Campus / Building 62 / Basement / 62-BR-008 Interface / COMM_INVAL","" 
"689","7/22/2025 0:29:09","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/First Floor/Rm 120 SEM/STM Lab/30-VAV-016 Supply","SPACE_STATIC_HI","Normal","" ,"","The space static pressure has returned to normal.
The space static pressure has returned to normal.
$Main LBNL Campus / Building 30 / First Floor / Rm 120 SEM/STM Lab / 30-VAV-016 Supply / SPACE_STATIC_HI","" 
"690","7/22/2025 0:24:21","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Normal","" ,"","SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
$Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"691","7/22/2025 0:20:36","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 66/Second Floor/Lab 225/VAV-025 (Parent)","RMP_HI","Normal","" ,"","RMP_HI: High Room Pressure Alarm has returned to normal at Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI.
RMP_HI: High Room Pressure Alarm has returned to normal at Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI.
$Main LBNL Campus / Building 66 / Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI","" 
"692","7/22/2025 0:16:38","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 66/Second Floor/Lab 225/VAV-025 (Parent)","RMP_HI","Offnormal","" ,"00:03:58","RMP_HI: High Room Pressure Alarm is active at Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI.
RMP_HI: High Room Pressure Alarm is active at Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI.
Main LBNL Campus / Building 66 / Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI","" 
"693","7/22/2025 0:15:41","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Offnormal","" ,"00:08:40","SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"694","7/22/2025 0:11:27","Not Required","Level 4 Alarm","/Main LBNL Campus/Building 75B/75B-AC-8","COMP_HAND","Normal","" ,"","COMP_HAND: Compressor in Hand Alarm has returned to normal at Main LBNL Campus / Building 75B / 75B-AC-8 / COMP_HAND.
COMP_HAND: Compressor in Hand Alarm has returned to normal at Main LBNL Campus / Building 75B / 75B-AC-8 / COMP_HAND.
$Main LBNL Campus / Building 75B / 75B-AC-8 / COMP_HAND","" 
"695","7/22/2025 0:11:00","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 66/First Floor/B66 TRW Heat Exchanger for 72","TWS_LO","Offnormal","" ,"23:48:00","TWS_LO: Low TWS Temp Alarm is active at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TWS_LO.
TWS_LO: Low TWS Temp Alarm is active at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TWS_LO.
Main LBNL Campus / Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TWS_LO","" 
"696","7/22/2025 0:11:00","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 66/First Floor/B66 TRW Heat Exchanger for 72","TRWS_LO","Offnormal","" ,"10:08:50","TRWS_LO: Low TRWS Temp Alarm is active at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO.
TRWS_LO: Low TRWS Temp Alarm is active at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO.
Main LBNL Campus / Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO","" 
"697","7/22/2025 0:10:09","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Normal","Ack","","Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status
Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
$Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"698","7/22/2025 0:01:22","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Normal","" ,"","SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
$Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"699","7/22/2025 0:00:57","Not Required","Level 4 Alarm","/Main LBNL Campus/Building 71/First Floor/71-AHU-32","SF_HAND","Offnormal","" ,"03:30:07","SF_HAND: Supply Fan in Hand Alarm is active at Building 71 / First Floor / 71-AHU-32 / SF_HAND.
SF_HAND: Supply Fan in Hand Alarm is active at Building 71 / First Floor / 71-AHU-32 / SF_HAND.
Main LBNL Campus / Building 71 / First Floor / 71-AHU-32 / SF_HAND","" 
"700","7/22/2025 0:00:04","Not Required","Level 4 Alarm","/Main LBNL Campus/Building 71/Second Floor/71-R-264","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 71 / Second Floor / 71-R-264 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 71 / Second Floor / 71-R-264 / ZONE_HI.
$Main LBNL Campus / Building 71 / Second Floor / 71-R-264 / ZONE_HI","" 
"701","7/22/2025 0:00:04","Not Required","Level 4 Alarm","/Main LBNL Campus/Building 71/Second Floor/71-R-254","ZONE_LO","Normal","" ,"","ZONE_LO: Low Zone Temp Alarm has returned to normal at Building 71 / Second Floor / 71-R-254 / ZONE_LO.
ZONE_LO: Low Zone Temp Alarm has returned to normal at Building 71 / Second Floor / 71-R-254 / ZONE_LO.
$Main LBNL Campus / Building 71 / Second Floor / 71-R-254 / ZONE_LO","" 
"702","7/22/2025 0:00:03","Not Required","Level 4 Alarm","/Main LBNL Campus/Building 71/Second Floor/71-R-280","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 71 / Second Floor / 71-R-280 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 71 / Second Floor / 71-R-280 / ZONE_HI.
$Main LBNL Campus / Building 71 / Second Floor / 71-R-280 / ZONE_HI","" 
"703","7/22/2025 0:00:03","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 71/First Floor/71-AC-5","SF_FAIL","Normal","" ,"","SF_FAIL: Supply Fan Failure Alarm has returned to normal at Building 71 / First Floor / 71-AC-5 / SF_FAIL.
SF_FAIL: Supply Fan Failure Alarm has returned to normal at Building 71 / First Floor / 71-AC-5 / SF_FAIL.
$Main LBNL Campus / Building 71 / First Floor / 71-AC-5 / SF_FAIL","" 
"704","7/21/2025 23:59:07","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 326/VAV-115 TSI 8681","BSTP_LO","Normal","" ,"","BSTP_LO: Low Space Static Pressure Alarm has returned to normal at Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO.
BSTP_LO: Low Space Static Pressure Alarm has returned to normal at Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO.
$Main LBNL Campus / Building 33 / Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO","" 
"705","7/21/2025 23:59:04","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 71/First Floor/71-AHU-32","FC15_ALARM","Normal","" ,"","FC15_ALARM: FC #15: Temp rise across inactive heating coil has returned to normal at Building 71 / First Floor / 71-AHU-32 / FC15_ALARM.
FC15_ALARM: FC #15: Temp rise across inactive heating coil has returned to normal at Building 71 / First Floor / 71-AHU-32 / FC15_ALARM.
$Main LBNL Campus / Building 71 / First Floor / 71-AHU-32 / FC15_ALARM","" 
"706","7/21/2025 23:59:04","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 71/First Floor/71-AHU-32","FC8_ALARM","Normal","" ,"","FC8_ALARM: FC #8: SAT and MAT should be approximately equal has returned to normal at Building 71 / First Floor / 71-AHU-32 / FC8_ALARM.
FC8_ALARM: FC #8: SAT and MAT should be approximately equal has returned to normal at Building 71 / First Floor / 71-AHU-32 / FC8_ALARM.
$Main LBNL Campus / Building 71 / First Floor / 71-AHU-32 / FC8_ALARM","" 
"707","7/21/2025 23:59:00","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 66/First Floor/B66 TRW Heat Exchanger for 72","TWS_LO","Normal","" ,"","TWS_LO: Low TWS Temp Alarm has returned to normal at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TWS_LO.
TWS_LO: Low TWS Temp Alarm has returned to normal at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TWS_LO.
$Main LBNL Campus / Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TWS_LO","" 
"708","7/21/2025 23:59:00","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 66/First Floor/B66 TRW Heat Exchanger for 72","TRWS_LO","Normal","" ,"","TRWS_LO: Low TRWS Temp Alarm has returned to normal at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO.
TRWS_LO: Low TRWS Temp Alarm has returned to normal at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO.
$Main LBNL Campus / Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO","" 
"709","7/21/2025 23:54:38","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 33/Second Floor/Lab 233/VAV-063 TSI 8681","CFM_HI","Normal","" ,"","CFM_HI: High Airflow Alarm has returned to normal at Second Floor / Lab 233 / VAV-063 TSI 8681 / CFM_HI.
CFM_HI: High Airflow Alarm has returned to normal at Second Floor / Lab 233 / VAV-063 TSI 8681 / CFM_HI.
$Main LBNL Campus / Building 33 / Second Floor / Lab 233 / VAV-063 TSI 8681 / CFM_HI","" 
"710","7/21/2025 23:54:09","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/First Floor/Rm 120 SEM/STM Lab/30-VAV-016 Supply","SPACE_STATIC_HI","Offnormal","" ,"00:35:00","The space static pressure is too high.
The space static pressure is too high.
Main LBNL Campus / Building 30 / First Floor / Rm 120 SEM/STM Lab / 30-VAV-016 Supply / SPACE_STATIC_HI","" 
"711","7/21/2025 23:53:11","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Offnormal","Ack","00:16:58","Setback Status: Setback Status is active at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
Setback Status: Setback Status is active at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"712","7/21/2025 23:50:55","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 326/VAV-115 TSI 8681","BSTP_LO","Offnormal","" ,"00:08:12","BSTP_LO: Low Space Static Pressure Alarm is active at Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO.
BSTP_LO: Low Space Static Pressure Alarm is active at Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO.
Main LBNL Campus / Building 33 / Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO","" 
"713","7/21/2025 23:37:05","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Offnormal","" ,"00:24:17","SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"714","7/21/2025 23:31:55","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 66/Second Floor/Lab 225/VAV-025 (Parent)","RMP_HI","Normal","" ,"","RMP_HI: High Room Pressure Alarm has returned to normal at Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI.
RMP_HI: High Room Pressure Alarm has returned to normal at Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI.
$Main LBNL Campus / Building 66 / Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI","" 
"715","7/21/2025 23:31:22","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Normal","Ack","","Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status
Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
$Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"716","7/21/2025 23:31:18","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 66/Second Floor/Lab 225/VAV-025 (Parent)","RMP_HI","Offnormal","" ,"00:00:37","RMP_HI: High Room Pressure Alarm is active at Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI.
RMP_HI: High Room Pressure Alarm is active at Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI.
Main LBNL Campus / Building 66 / Second Floor / Lab 225 / VAV-025 (Parent) / RMP_HI","" 
"717","7/21/2025 23:23:55","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 329/VAV-114 TSI 8681","BSTP_HI","Normal","" ,"","BSTP_HI: High Space Static Pressure Alarm has returned to normal at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm has returned to normal at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
$Main LBNL Campus / Building 33 / Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI","" 
"718","7/21/2025 23:20:56","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 30/First Floor/Rm 105 EPR Lab/EPR Lab Pressure Control","RMPRESS_HI","Normal","" ,"","RMPRESS_HI: High Space Static Pressure Alarm has returned to normal at First Floor / Rm 105 EPR Lab / EPR Lab Pressure Control / RMPRESS_HI.
RMPRESS_HI: High Space Static Pressure Alarm has returned to normal at First Floor / Rm 105 EPR Lab / EPR Lab Pressure Control / RMPRESS_HI.
$Main LBNL Campus / Building 30 / First Floor / Rm 105 EPR Lab / EPR Lab Pressure Control / RMPRESS_HI","" 
"719","7/21/2025 23:19:22","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Normal","" ,"","SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
$Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"720","7/21/2025 23:14:45","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 30/First Floor/Rm 105 EPR Lab/EPR Lab Pressure Control","RMPRESS_HI","Offnormal","" ,"00:06:11","RMPRESS_HI: High Space Static Pressure Alarm is active at First Floor / Rm 105 EPR Lab / EPR Lab Pressure Control / RMPRESS_HI.
RMPRESS_HI: High Space Static Pressure Alarm is active at First Floor / Rm 105 EPR Lab / EPR Lab Pressure Control / RMPRESS_HI.
Main LBNL Campus / Building 30 / First Floor / Rm 105 EPR Lab / EPR Lab Pressure Control / RMPRESS_HI","" 
